response1_type	response1	category	condition	irregular	response2_type	prompt	response2	workerid	Answer.condition	slide_number	context	root	item	Answer.time_in_minutes	participant
1	binkest	adjective	0		1	It all looked too bink. There here too many bink tables. The [BLANK1] was one in the corner. It was far [BLANK2] than the others.	binker	0	0	45	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	bink	nonce	16.4118166667	0cond-trials
1	pizering	verb	0	no	1	Every day I like to pizer. I usually pizer first thing in the morning. After I'm finished [BLANK1], I'm ready to start the day. This morning I [BLANK2] as usual.	pizered	0	0	46	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	pizer	nonce	16.4118166667	0cond-trials
1	tallest	adjective	filler		1	I met a tall person today. I don't think I've ever met anyone so tall. They were definitely the [BLANK1] person I've met. They were even [BLANK2] than you.	taller	0	0	47	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	tall	real	16.4118166667	0cond-trials
1	glippest	adjective	0		1	Here is a glip thing. Here are two other things that are glip. This one is the [BLANK1] of them all. It is [BLANK2] than the rest.	glipper	0	0	48	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	glip	nonce	16.4118166667	0cond-trials
2	shirts	noun	training			This is a bear. They are really enjoyable. This one is one of my sister's [BLANK1].	NA	0	11	4	This is a XXX. They are really enjoyable. This one is one of my sister's YYY.	bear	real	22.2073833333	11cond-trials
1	knitting	verb	training			I would love to learn how to knit. My friend has been [BLANK1] recently and loves it.	NA	0	11	5	I would love to learn how to XXX. My friend has been YYY recently and loves it.	knit	real	22.2073833333	11cond-trials
3	Jack	verb	training			John said he wants to cook. Yesterday, partner [BLANK1] and John decided he wanted to try.	NA	0	11	6	John said he wants to XXX. Yesterday, his partner YYY and John decided he wanted to try.	cook	real	22.2073833333	11cond-trials
1	sweetest	adjective	training			Such a sweet child! She really is the [BLANK1] child I've ever seen.	NA	0	11	7	Such a XXX child! She really is the YYY child I've ever seen.	sweet	real	22.2073833333	11cond-trials
2	tougher	adjective	training			This was a hard problem. It was definitely [BLANK1] than other problems they had encountered.	NA	0	11	8	This was a XXX problem. It was definitely YYY than other problems they had encountered.	hard	real	22.2073833333	11cond-trials
1	zorching	verb	11	no	1	Every day I like to zorch. I usually zorch first thing in the morning. After I'm finished [BLANK1], I'm ready to start the day. This morning I [BLANK2] as usual.	zorched	0	11	10	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	zorch	nonce	22.2073833333	11cond-trials
1	tulvering	verb	11	no	1	You should tulver. It's always worthwhile to tulver. I'm [BLANK1], and you should too. Last week you [BLANK2], why won't you now?	tulvered	0	11	11	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	tulver	nonce	22.2073833333	11cond-trials
1	cakes	noun	filler			Did they ask about the cake? I think we need to let them know by tomorrow. I hear [BLANK1] are in scarce quantity at the store.	NA	0	11	12	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	cake	real	22.2073833333	11cond-trials
1	fiffins	noun	11			Did you give him a fiffin for his birthday like he asked? I think they are his favorite. He will be asking you for some [BLANK1], I know it.	NA	0	11	13	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	fiffin	nonce	22.2073833333	11cond-trials
1	stirning	verb	11	no	1	It's difficult to stire. I've always found it hard to stire. Some people say [BLANK1] is easy. But I [BLANK2] last week and I can tell you it's not easy.	stired	0	11	14	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	stire	nonce	22.2073833333	11cond-trials
1	tesing	verb	11	no	1	I don't want to tesh. I try not to tesh. I know that [BLANK1] isn't good for you. I know that because I [BLANK2] a lot when I was a teenager.	teshed	0	11	15	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	tesh	nonce	22.2073833333	11cond-trials
1	wolpping	verb	11	no	1	Why won't John wolp? I want him to wolp. He's only tolerable when he's [BLANK1]. Like yesterday he [BLANK2], and he was fine.	wolped	0	11	16	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	wolp	nonce	22.2073833333	11cond-trials
1	binking	verb	11	no	1	I dream that one day I'll be able to bink. The chance to bink would be very exciting. I think I'd really enjoy [BLANK1]. My friend Sam [BLANK2] once and he loved it.	binked	0	11	17	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	bink	nonce	22.2073833333	11cond-trials
1	glips	noun	11			My favorite animal is the glip. They are impressive creatures. I saw a group of [BLANK1] during our trip last summer and I was so excited.	NA	0	11	18	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	glip	nonce	22.2073833333	11cond-trials
4	roak	adjective	11		4	They described it as a roak place. I'm so excited to stay at a roak resort. I hear that the spot we are going to is [BLANK1] than the one they went to. In fact, I hear it is the [BLANK2] resort on the whole coast.	roaking 	0	11	19	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is YYY than the one they went to. In fact, I hear it is the YYY resort on the whole coast.	roak	nonce	22.2073833333	11cond-trials
4	bize	noun	11			There was no doubt in my mind that a great bize like this one was John's. I had seen a set of [BLANK1] in his yard last summer and this had to be one of them.	NA	0	11	20	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	bize	nonce	22.2073833333	11cond-trials
4	kerns	adjective	11		2	This fruit is so kern. I don't know if you like kern things. Sam loves them. He always eats the [BLANK1] fruit in the bowl. I like it when they're a little [BLANK2] than this one, but not too much.	riper	0	11	21	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	kern	nonce	22.2073833333	11cond-trials
1	mesest	adjective	11		1	The painting looked mense. She had worked hard to create such a mense piece. This was her [BLANK1] painting yet. It was [BLANK2] than all the previous ones combined.	mensier	0	11	22	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	mense	nonce	22.2073833333	11cond-trials
1	piziest	adjective	11		1	My mom's food always tastes pizer. She learnt to cook pizer food from her mom. I think she makes the [BLANK1] food in the world. Or at least, [BLANK2] food than my dad does.	pizer	0	11	23	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	pizer	nonce	22.2073833333	11cond-trials
1	cheems	noun	11			Sam had left the building without her cheem. She told herself that there would be plenty of people with [BLANK1] that worked when she got there.	NA	0	11	24	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	cheem	nonce	22.2073833333	11cond-trials
1	rengiest	adjective	11		1	Here is a reng thing. Here are two other things that are reng. This one is the [BLANK1] of them all. It is [BLANK2] than the rest.	rengier	0	11	25	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	reng	nonce	22.2073833333	11cond-trials
1	dands	noun	11			The camera followed the dand for some time. It was on its way to meet other [BLANK1] near the beach.	NA	0	11	26	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	dand	nonce	22.2073833333	11cond-trials
1	pets	noun	filler			I would like to have a pet. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many [BLANK1], I would.	NA	0	11	27	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	pet	real	22.2073833333	11cond-trials
1	prankiest	adjective	11		1	I had a pank day yesterday. It all started with a pank phone call I got. This might be the [BLANK1] day I've ever had. Maybe even [BLANK2] than the day we went to the aquarium.	prakier	0	11	28	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	pank	nonce	22.2073833333	11cond-trials
4	slints	verb	11	yes	1	Nick tries to slint every day. He gets off work early so he can slint. He says that [BLANK1] holds his life together. But I [BLANK2] once, and it was nothing special.	slint	0	11	29	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	slint	nonce	22.2073833333	11cond-trials
1	fupps	noun	11			There was a group of kids playing with a fupp down the street. Did you see it? I think it might be one of Terry's [BLANK1].	NA	0	11	30	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	fupp	nonce	22.2073833333	11cond-trials
1	glarks	noun	11			Have you ever heard of a glark? It grows in South America. There are [BLANK1] on the menu tonight for dinner.	NA	0	11	31	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	glark	nonce	22.2073833333	11cond-trials
1	tattoos	noun	filler			It is hard to believe that having a tattoo is fine now. This would have been unacceptable in our day. We were always taught that [BLANK1] were bad.	NA	0	11	32	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	tattoo	real	22.2073833333	11cond-trials
1	teeping	verb	11	no	1	Fred couldn't teep. All he wanted was to teep. Finally, he succeeded in [BLANK1]. After he [BLANK2] his mind was at ease.	teedped	0	11	33	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	teep	nonce	22.2073833333	11cond-trials
1	snelling	verb	11	no	4	Next week we're going to snell. We've been waiting ages for the chance to snell. We're reading a book about [BLANK1]. My friend [BLANK2] once before, but this will be my first time.	snells	0	11	34	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	snell	nonce	22.2073833333	11cond-trials
1	heaches	noun	11			This is a heach. Now there is another one. There are two of them. There are two [BLANK1].	NA	0	11	35	This is a XXX. Now there is another one. There are two of them. There are two YYY.	heach	nonce	22.2073833333	11cond-trials
1	leamiest	adjective	11		1	I like to watch movies that make me feel leam. I'm a leam person afterwards. After I watched this one I felt the [BLANK1] I've ever felt. I felt [BLANK2] than any other movie had made me feel.	leamier	0	11	36	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	leam	nonce	22.2073833333	11cond-trials
1	skiing	verb	filler	no	1	When I was a kid I used to ski. My father taught me to ski. I used to enjoy [BLANK1] very much. But I probably [BLANK2] one too many times.	skied	0	11	37	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	ski	real	22.2073833333	11cond-trials
4	Painging	verb	filler	no	1	Jim loves to paint all the time. It seems he was born to paint. [BLANK1] is what he's good at. Last week he [BLANK2] six days out of seven.	painted	0	11	38	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	paint	real	22.2073833333	11cond-trials
1	tighest	adjective	filler		1	Why are tight pants popular? Most find tight pants uncomfortable. For some reason though, people still try to wear the [BLANK1] ones they can find, always looking for a [BLANK2] pair than the last.	tighter	0	11	39	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	tight	real	22.2073833333	11cond-trials
1	farming	verb	filler	no	1	Nobody wants to farm these days. I don't know why people don't farm. This country has a long tradition of [BLANK1]. Years ago everyone [BLANK2] and life was much better.	farmed	0	11	40	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	farm	real	22.2073833333	11cond-trials
1	kitast	adjective	11		4	The woman became kita after seeing it. Her friends laughed at how kita she was. There was no reason for her to be the [BLANK1] person in the room. Yet, she seemed [BLANK2] than everyone present.	kita	0	11	41	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	kita	nonce	22.2073833333	11cond-trials
1	gokes	noun	11			The goke was on the counter this morning. Dad doesn't know where it went. We can buy a few more [BLANK1] at the store later though.	NA	0	11	42	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	goke	nonce	22.2073833333	11cond-trials
1	jatest	adjective	11		1	It all looked too jate. There here too many jate tables. The [BLANK1] was one in the corner. It was far [BLANK2] than the others.	jater	0	11	43	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	jate	nonce	22.2073833333	11cond-trials
4	nilter	adjective	11		4	Did he think this shirt was too nilt? Maybe it was not nilt enough. After glancing at them again, the second one seemed [BLANK1] than the first. In the end, they decided that being the person with the [BLANK2] shirt at the party was probably not a bad thing.	nilt	0	11	44	Did he think this shirt was too XXX? Maybe it was not XXX enough. After glancing at them again, the second one seemed YYY than the first. In the end, they decided that being the person with the YYY shirt at the party was probably not a bad thing.	nilt	nonce	22.2073833333	11cond-trials
1	softest	adjective	filler		1	Soft things are nice. Some people disagree, but quite a few think soft things are great. Well, at least everyone can agree that the [BLANK1] one of all is nice. Nothing is [BLANK2] than this one.	softer	0	11	45	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is nice. Nothing is YYY than this one.	soft	real	22.2073833333	11cond-trials
1	jogging	verb	filler		1	Everyone wants to jog. Magazines are telling me to jog. It seems like [BLANK1] is cool. But I [BLANK2] last week, and I don't see what all the fuss is about.	jogged	0	11	46	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	jog	real	22.2073833333	11cond-trials
1	tallest	adjective	filler		1	I met a tall person today. I don't think I've ever met anyone so tall. They were definitely the [BLANK1] person I've met. They were even [BLANK2] than you.	taller	0	11	47	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	tall	real	22.2073833333	11cond-trials
1	coodles	noun	11			The officer wondered if this coodle had been left behind on purpose. [BLANK1] were not known to wander off on their own.	NA	0	11	48	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	coodle	nonce	22.2073833333	11cond-trials
1	stadding	verb	11	yes	1	Jane refuses to stad. She's too frightened to stad. I don't know why she's so scared of [BLANK1]. Everyone else [BLANK2] last year.	stad	0	11	49	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	stad	nonce	22.2073833333	11cond-trials
1	bears	noun	training			This is a bear. They are really enjoyable. This one is one of my sister's [BLANK1].	NA	0	13	4	This is a XXX. They are really enjoyable. This one is one of my sister's YYY.	bear	real	8.5877333333	13cond-trials
1	knitting	verb	training			I would love to learn how to knit. My friend has been [BLANK1] recently and loves it.	NA	0	13	5	I would love to learn how to XXX. My friend has been YYY recently and loves it.	knit	real	8.5877333333	13cond-trials
2	Jim	verb	training			John said he wants to cook. Yesterday, partner [BLANK1] and John decided he wanted to try.	NA	0	13	6	John said he wants to XXX. Yesterday, his partner YYY and John decided he wanted to try.	cook	real	8.5877333333	13cond-trials
1	sweetest	adjective	training			Such a sweet child! She really is the [BLANK1] child I've ever seen.	NA	0	13	7	Such a XXX child! She really is the YYY child I've ever seen.	sweet	real	8.5877333333	13cond-trials
1	harder	adjective	training			This was a hard problem. It was definitely [BLANK1] than other problems they had encountered.	NA	0	13	8	This was a XXX problem. It was definitely YYY than other problems they had encountered.	hard	real	8.5877333333	13cond-trials
1	teeping	verb	13	no	1	Jane refuses to teep. She's too frightened to teep. I don't know why she's so scared of [BLANK1]. Everyone else [BLANK2] last year.	teeped	0	13	10	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	teep	nonce	8.5877333333	13cond-trials
1	rengest	adjective	13		1	My mom's food always tastes reng. She learnt to cook reng food from her mom. I think she makes the [BLANK1] food in the world. Or at least, [BLANK2] food than my dad does.	renger	0	13	11	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	reng	nonce	8.5877333333	13cond-trials
